Evento;Extenso;Contagem;Usuarios;dia;mês;ano;Data
user_engagement;20231227;491;66;27;12;2023;27/12/2023
scroll;20230920;490;87;20;9;2023;20/09/2023
scroll;20240225;490;76;25;2;2024;25/02/2024
user_engagement;20230822;489;85;22;8;2023;22/08/2023
user_engagement;20240102;489;68;2;1;2024;02/01/2024
page_view;20231024;488;82;24;10;2023;24/10/2023
scroll;20240131;485;65;31;1;2024;31/01/2024
scroll;20231008;483;88;8;10;2023;08/10/2023
page_view;20240214;481;110;14;2;2024;14/02/2024
page_view;20231016;480;65;16;10;2023;16/10/2023
scroll;20230918;478;86;18;9;2023;18/09/2023
scroll;20231030;476;75;30;10;2023;30/10/2023
scroll;20230917;475;67;17;9;2023;17/09/2023
scroll;20231007;475;79;7;10;2023;07/10/2023
page_view;20240210;466;70;10;2;2024;10/02/2024
form_submit;20231126;465;55;26;11;2023;26/11/2023
page_view;20230817;462;70;17;8;2023;17/08/2023
form_submit;20230921;460;71;21;9;2023;21/09/2023
scroll;20240102;459;70;2;1;2024;02/01/2024
scroll;20240216;457;69;16;2;2024;16/02/2024
page_view;20240213;455;65;13;2;2024;13/02/2024
user_engagement;20231013;452;45;13;10;2023;13/10/2023
scroll;20240206;451;73;6;2;2024;06/02/2024
scroll;20230818;450;68;18;8;2023;18/08/2023
user_engagement;20231102;450;52;2;11;2023;02/11/2023
form_submit;20230825;448;81;25;8;2023;25/08/2023
user_engagement;20231224;448;60;24;12;2023;24/12/2023
scroll;20231002;446;79;2;10;2023;02/10/2023
user_engagement;20231024;444;73;24;10;2023;24/10/2023
scroll;20231011;443;71;11;10;2023;11/10/2023
page_view;20231212;441;105;12;12;2023;12/12/2023
scroll;20240203;441;67;3;2;2024;03/02/2024
scroll;20230819;440;94;19;8;2023;19/08/2023
scroll;20231010;438;57;10;10;2023;10/10/2023
user_engagement;20231229;437;55;29;12;2023;29/12/2023
scroll;20230815;434;68;15;8;2023;15/08/2023
session_start;20240223;434;405;23;2;2024;23/02/2024
user_engagement;20231225;434;68;25;12;2023;25/12/2023
scroll;20231224;430;60;24;12;2023;24/12/2023
user_engagement;20231103;429;60;3;11;2023;03/11/2023
page_view;20240224;425;94;24;2;2024;24/02/2024
scroll;20240205;423;66;5;2;2024;05/02/2024
form_submit;20230831;422;66;31;8;2023;31/08/2023
scroll;20240101;422;56;1;1;2024;01/01/2024
user_engagement;20240213;422;54;13;2;2024;13/02/2024
scroll;20240126;421;68;26;1;2024;26/01/2024
form_submit;20230901;420;90;1;9;2023;01/09/2023
user_engagement;20231012;420;51;12;10;2023;12/10/2023
user_engagement;20231220;419;82;20;12;2023;20/12/2023
page_view;20240211;417;51;11;2;2024;11/02/2024
form_submit;20230806;414;54;6;8;2023;06/08/2023
scroll;20231229;413;62;29;12;2023;29/12/2023
form_submit;20240222;412;56;22;2;2024;22/02/2024
user_engagement;20231010;412;54;10;10;2023;10/10/2023
scroll;20231103;410;69;3;11;2023;03/11/2023
scroll;20230816;409;57;16;8;2023;16/08/2023
scroll;20231012;409;57;12;10;2023;12/10/2023
user_engagement;20231101;409;61;1;11;2023;01/11/2023
form_submit;20231123;408;72;23;11;2023;23/11/2023
form_submit;20231207;408;53;7;12;2023;07/12/2023
form_submit;20240121;406;76;21;1;2024;21/01/2024
user_engagement;20240214;406;88;14;2;2024;14/02/2024
scroll;20231216;401;68;16;12;2023;16/12/2023
user_engagement;20230924;401;47;24;9;2023;24/09/2023
scroll;20230910;399;49;10;9;2023;10/09/2023
scroll;20231227;399;70;27;12;2023;27/12/2023
scroll;20230822;398;83;22;8;2023;22/08/2023
scroll;20240217;397;80;17;2;2024;17/02/2024
form_submit;20230807;395;71;7;8;2023;07/08/2023
scroll;20240218;395;62;18;2;2024;18/02/2024
form_submit;20230808;394;52;8;8;2023;08/08/2023
scroll;20231220;394;84;20;12;2023;20/12/2023
scroll;20231014;393;67;14;10;2023;14/10/2023
scroll;20240103;393;70;3;1;2024;03/01/2024
user_engagement;20231016;390;51;16;10;2023;16/10/2023
scroll;20240207;389;75;7;2;2024;07/02/2024
user_engagement;20240210;387;57;10;2;2024;10/02/2024
form_submit;20230924;380;24;24;9;2023;24/09/2023
page_view;20240127;380;75;27;1;2024;27/01/2024
scroll;20231225;376;68;25;12;2023;25/12/2023
form_submit;20231005;375;106;5;10;2023;05/10/2023
page_view;20231228;373;85;28;12;2023;28/12/2023
user_engagement;20230817;373;64;17;8;2023;17/08/2023
scroll;20231024;371;73;24;10;2023;24/10/2023
user_engagement;20231212;369;86;12;12;2023;12/12/2023
scroll;20231016;367;54;16;10;2023;16/10/2023
scroll;20231204;363;77;4;12;2023;04/12/2023
click;20230924;359;5;24;9;2023;24/09/2023
form_submit;20231027;359;44;27;10;2023;27/10/2023
first_visit;20240223;358;358;23;2;2024;23/02/2024
form_submit;20240219;357;39;19;2;2024;19/02/2024
form_submit;20230905;355;55;5;9;2023;05/09/2023
form_submit;20231206;348;47;6;12;2023;06/12/2023
form_submit;20240116;348;36;16;1;2024;16/01/2024
scroll;20231101;348;58;1;11;2023;01/11/2023
scroll;20231102;348;55;2;11;2023;02/11/2023
user_engagement;20230816;347;59;16;8;2023;16/08/2023
form_submit;20231125;346;73;25;11;2023;25/11/2023
scroll;20231013;345;43;13;10;2023;13/10/2023
scroll;20230805;343;85;5;8;2023;05/08/2023
form_submit;20231218;339;50;18;12;2023;18/12/2023
user_engagement;20240211;338;38;11;2;2024;11/02/2024
form_submit;20230914;337;53;14;9;2023;14/09/2023
user_engagement;20240224;337;80;24;2;2024;24/02/2024
form_submit;20230929;335;59;29;9;2023;29/09/2023
form_submit;20231115;335;43;15;11;2023;15/11/2023
form_submit;20231213;335;47;13;12;2023;13/12/2023
page_view;20240128;332;38;28;1;2024;28/01/2024
form_submit;20230827;326;63;27;8;2023;27/08/2023
form_submit;20230928;325;79;28;9;2023;28/09/2023
user_engagement;20240127;323;57;27;1;2024;27/01/2024
form_submit;20230809;322;73;9;8;2023;09/08/2023
scroll;20230817;322;65;17;8;2023;17/08/2023
scroll;20240214;322;87;14;2;2024;14/02/2024
user_engagement;20240101;320;53;1;1;2024;01/01/2024
user_engagement;20240128;317;33;28;1;2024;28/01/2024
form_submit;20230829;316;40;29;8;2023;29/08/2023
form_submit;20230903;309;61;3;9;2023;03/09/2023
form_submit;20231017;308;41;17;10;2023;17/10/2023
session_start;20231222;308;282;22;12;2023;22/12/2023
form_submit;20240208;303;43;8;2;2024;08/02/2024
form_submit;20231107;300;61;7;11;2023;07/11/2023
form_submit;20231111;299;62;11;11;2023;11/11/2023
form_submit;20230828;298;58;28;8;2023;28/08/2023
form_submit;20240202;295;56;2;2;2024;02/02/2024
form_submit;20231130;293;59;30;11;2023;30/11/2023
page_view;20231231;292;68;31;12;2023;31/12/2023
form_submit;20230925;291;48;25;9;2023;25/09/2023
form_submit;20240122;291;35;22;1;2024;22/01/2024
form_submit;20230810;288;63;10;8;2023;10/08/2023
form_submit;20231018;288;46;18;10;2023;18/10/2023
click;20231025;281;22;25;10;2023;25/10/2023
click;20230808;280;14;8;8;2023;08/08/2023
form_submit;20240118;279;49;18;1;2024;18/01/2024
form_submit;20240131;279;38;31;1;2024;31/01/2024
scroll;20240224;278;73;24;2;2024;24/02/2024
form_submit;20240220;277;39;20;2;2024;20/02/2024
form_start;20231025;276;124;25;10;2023;25/10/2023
form_submit;20231105;274;64;5;11;2023;05/11/2023
form_submit;20231205;274;62;5;12;2023;05/12/2023
form_submit;20230830;272;53;30;8;2023;30/08/2023
form_submit;20231026;272;62;26;10;2023;26/10/2023
form_start;20230806;271;55;6;8;2023;06/08/2023
form_submit;20231127;268;60;27;11;2023;27/11/2023
session_start;20231210;267;209;10;12;2023;10/12/2023
form_submit;20240126;265;45;26;1;2024;26/01/2024
form_submit;20240130;265;40;30;1;2024;30/01/2024
page_view;20240212;263;46;12;2;2024;12/02/2024
scroll;20231228;260;67;28;12;2023;28/12/2023
session_start;20231025;257;180;25;10;2023;25/10/2023
scroll;20231212;256;91;12;12;2023;12/12/2023
session_start;20231104;256;212;4;11;2023;04/11/2023
form_submit;20230826;255;64;26;8;2023;26/08/2023
form_submit;20231210;254;79;10;12;2023;10/12/2023
first_visit;20231222;251;251;22;12;2023;22/12/2023
form_submit;20231219;250;69;19;12;2023;19/12/2023
user_engagement;20231228;250;60;28;12;2023;28/12/2023
form_submit;20230918;249;49;18;9;2023;18/09/2023
form_submit;20231124;249;48;24;11;2023;24/11/2023
form_submit;20230926;248;59;26;9;2023;26/09/2023
form_submit;20231113;248;39;13;11;2023;13/11/2023
form_submit;20240209;248;58;9;2;2024;09/02/2024
scroll;20240213;247;51;13;2;2024;13/02/2024
form_submit;20231208;246;41;8;12;2023;08/12/2023
form_submit;20231223;246;25;23;12;2023;23/12/2023
form_submit;20230805;245;44;5;8;2023;05/08/2023
form_start;20230901;243;90;1;9;2023;01/09/2023
form_submit;20231009;243;46;9;10;2023;09/10/2023
form_submit;20231120;241;44;20;11;2023;20/11/2023
session_start;20240108;241;205;8;1;2024;08/01/2024
form_submit;20240201;240;54;1;2;2024;01/02/2024
form_submit;20230813;238;50;13;8;2023;13/08/2023
form_submit;20231122;238;54;22;11;2023;22/11/2023
form_start;20231005;237;106;5;10;2023;05/10/2023
session_start;20231028;237;210;28;10;2023;28/10/2023
click;20230825;236;17;25;8;2023;25/08/2023
form_submit;20230912;236;44;12;9;2023;12/09/2023
form_submit;20231129;235;77;29;11;2023;29/11/2023
click;20230921;233;21;21;9;2023;21/09/2023
form_submit;20231116;233;42;16;11;2023;16/11/2023
session_start;20230915;232;168;15;9;2023;15/09/2023
form_submit;20231109;230;59;9;11;2023;09/11/2023
form_submit;20231117;230;39;17;11;2023;17/11/2023
scroll;20240127;230;57;27;1;2024;27/01/2024
session_start;20240121;230;189;21;1;2024;21/01/2024
form_submit;20230919;228;61;19;9;2023;19/09/2023
form_submit;20230930;228;45;30;9;2023;30/09/2023
form_start;20230825;227;85;25;8;2023;25/08/2023
form_submit;20240207;227;44;7;2;2024;07/02/2024
form_submit;20240223;224;56;23;2;2024;23/02/2024
form_submit;20231021;223;37;21;10;2023;21/10/2023
form_submit;20231023;223;56;23;10;2023;23/10/2023
form_submit;20231108;223;61;8;11;2023;08/11/2023
form_start;20231105;222;65;5;11;2023;05/11/2023
form_submit;20240204;221;58;4;2;2024;04/02/2024
form_submit;20231121;220;35;21;11;2023;21/11/2023
scroll;20240210;220;55;10;2;2024;10/02/2024
user_engagement;20240212;220;38;12;2;2024;12/02/2024
form_submit;20230823;219;57;23;8;2023;23/08/2023
form_start;20230810;218;64;10;8;2023;10/08/2023
user_engagement;20231231;216;50;31;12;2023;31/12/2023
form_submit;20230821;215;54;21;8;2023;21/08/2023
form_submit;20231222;215;39;22;12;2023;22/12/2023
form_start;20230826;214;69;26;8;2023;26/08/2023
form_start;20230915;213;88;15;9;2023;15/09/2023
form_submit;20230811;213;66;11;8;2023;11/08/2023
form_submit;20230804;211;52;4;8;2023;04/08/2023
form_submit;20230916;211;64;16;9;2023;16/09/2023
form_submit;20231118;209;33;18;11;2023;18/11/2023
form_submit;20240120;208;50;20;1;2024;20/01/2024
session_start;20231005;208;163;5;10;2023;05/10/2023
form_start;20230831;207;66;31;8;2023;31/08/2023
form_submit;20230913;206;40;13;9;2023;13/09/2023
form_submit;20231002;206;41;2;10;2023;02/10/2023
form_submit;20231202;205;35;2;12;2023;02/12/2023
form_submit;20240101;205;24;1;1;2024;01/01/2024
form_submit;20231006;204;74;6;10;2023;06/10/2023
form_submit;20231211;204;45;11;12;2023;11/12/2023
form_submit;20230902;202;48;2;9;2023;02/09/2023
form_start;20230914;199;54;14;9;2023;14/09/2023
form_start;20231018;199;46;18;10;2023;18/10/2023
form_submit;20240203;197;40;3;2;2024;03/02/2024
scroll;20240211;197;37;11;2;2024;11/02/2024
form_submit;20230812;196;35;12;8;2023;12/08/2023
form_submit;20231203;195;46;3;12;2023;03/12/2023
form_submit;20230824;194;65;24;8;2023;24/08/2023
form_submit;20230920;194;52;20;9;2023;20/09/2023
form_start;20240121;193;77;21;1;2024;21/01/2024
form_submit;20230927;193;67;27;9;2023;27/09/2023
form_submit;20240218;193;29;18;2;2024;18/02/2024
session_start;20230831;193;154;31;8;2023;31/08/2023
form_start;20230905;191;56;5;9;2023;05/09/2023
form_submit;20231003;190;51;3;10;2023;03/10/2023
session_start;20231105;190;158;5;11;2023;05/11/2023
session_start;20231129;190;146;29;11;2023;29/11/2023
session_start;20230901;189;141;1;9;2023;01/09/2023
form_submit;20230814;188;40;14;8;2023;14/08/2023
scroll;20231231;188;49;31;12;2023;31/12/2023
form_start;20230921;187;72;21;9;2023;21/09/2023
form_submit;20231004;187;39;4;10;2023;04/10/2023
session_start;20230825;187;133;25;8;2023;25/08/2023
form_start;20240219;185;40;19;2;2024;19/02/2024
form_start;20230807;184;70;7;8;2023;07/08/2023
form_start;20231123;184;74;23;11;2023;23/11/2023
form_submit;20231110;184;66;10;11;2023;10/11/2023
session_start;20230810;184;144;10;8;2023;10/08/2023
session_start;20231123;184;138;23;11;2023;23/11/2023
form_submit;20231106;183;55;6;11;2023;06/11/2023
form_submit;20231119;183;33;19;11;2023;19/11/2023
session_start;20240201;183;129;1;2;2024;01/02/2024
form_submit;20240117;182;42;17;1;2024;17/01/2024
form_submit;20231217;181;36;17;12;2023;17/12/2023
form_submit;20231019;180;46;19;10;2023;19/10/2023
session_start;20230927;179;149;27;9;2023;27/09/2023
session_start;20231218;179;156;18;12;2023;18/12/2023
form_start;20230928;177;80;28;9;2023;28/09/2023
form_start;20240208;176;44;8;2;2024;08/02/2024
session_start;20230826;176;127;26;8;2023;26/08/2023
session_start;20230928;176;132;28;9;2023;28/09/2023
click;20230810;175;20;10;8;2023;10/08/2023
session_start;20231211;175;140;11;12;2023;11/12/2023
form_start;20231129;174;77;29;11;2023;29/11/2023
form_submit;20231007;174;40;7;10;2023;07/10/2023
form_submit;20240105;174;27;5;1;2024;05/01/2024
form_start;20230809;173;75;9;8;2023;09/08/2023
form_submit;20230820;173;52;20;8;2023;20/08/2023
form_submit;20231215;173;54;15;12;2023;15/12/2023
first_visit;20231104;172;172;4;11;2023;04/11/2023
form_submit;20240221;172;41;21;2;2024;21/02/2024
scroll;20240128;172;25;28;1;2024;28/01/2024
session_start;20230916;172;137;16;9;2023;16/09/2023
form_submit;20230911;170;40;11;9;2023;11/09/2023
session_start;20231130;170;132;30;11;2023;30/11/2023
form_submit;20230923;169;42;23;9;2023;23/09/2023
form_submit;20231020;169;60;20;10;2023;20/10/2023
form_submit;20240214;169;43;14;2;2024;14/02/2024
session_start;20231108;169;132;8;11;2023;08/11/2023
session_start;20231111;169;126;11;11;2023;11/11/2023
session_start;20240222;169;132;22;2;2024;22/02/2024
form_submit;20240225;168;33;25;2;2024;25/02/2024
session_start;20231219;168;139;19;12;2023;19/12/2023
click;20230830;167;14;30;8;2023;30/08/2023
form_submit;20231031;167;47;31;10;2023;31/10/2023
session_start;20231109;167;129;9;11;2023;09/11/2023
form_start;20231210;166;86;10;12;2023;10/12/2023
form_submit;20231114;166;33;14;11;2023;14/11/2023
form_submit;20231227;166;28;27;12;2023;27/12/2023
session_start;20230809;166;136;9;8;2023;09/08/2023
session_start;20231110;166;129;10;11;2023;10/11/2023
session_start;20240202;166;120;2;2;2024;02/02/2024
click;20230820;165;15;20;8;2023;20/08/2023
click;20230823;164;14;23;8;2023;23/08/2023
click;20231123;164;18;23;11;2023;23/11/2023
first_visit;20231028;164;164;28;10;2023;28/10/2023
form_start;20230827;164;64;27;8;2023;27/08/2023
form_submit;20230906;164;52;6;9;2023;06/09/2023
form_submit;20231014;164;39;14;10;2023;14/10/2023
form_submit;20231029;164;40;29;10;2023;29/10/2023
session_start;20231026;164;129;26;10;2023;26/10/2023
first_visit;20240108;163;163;8;1;2024;08/01/2024
form_start;20231127;163;59;27;11;2023;27/11/2023
form_start;20240202;163;56;2;2;2024;02/02/2024
session_start;20231006;163;121;6;10;2023;06/10/2023
session_start;20231106;163;137;6;11;2023;06/11/2023
session_start;20230919;162;119;19;9;2023;19/09/2023
form_submit;20240112;161;32;12;1;2024;12/01/2024
form_submit;20240215;161;43;15;2;2024;15/02/2024
session_start;20230903;161;120;3;9;2023;03/09/2023
session_start;20240118;161;125;18;1;2024;18/01/2024
form_submit;20231201;160;45;1;12;2023;01/12/2023
form_submit;20231212;160;31;12;12;2023;12/12/2023
form_submit;20240119;160;45;19;1;2024;19/01/2024
session_start;20231215;160;123;15;12;2023;15/12/2023
session_start;20240204;160;114;4;2;2024;04/02/2024
form_start;20230811;159;67;11;8;2023;11/08/2023
form_start;20230916;159;66;16;9;2023;16/09/2023
form_start;20231109;159;62;9;11;2023;09/11/2023
form_submit;20240216;159;44;16;2;2024;16/02/2024
session_start;20231125;159;123;25;11;2023;25/11/2023
click;20230901;158;23;1;9;2023;01/09/2023
first_visit;20231210;158;158;10;12;2023;10/12/2023
form_submit;20230904;158;43;4;9;2023;04/09/2023
form_submit;20240102;158;28;2;1;2024;02/01/2024
session_start;20230808;158;125;8;8;2023;08/08/2023
click;20240101;157;4;1;1;2024;01/01/2024
form_start;20231125;157;74;25;11;2023;25/11/2023
form_start;20231130;157;60;30;11;2023;30/11/2023
session_start;20230824;157;136;24;8;2023;24/08/2023
session_start;20230921;157;106;21;9;2023;21/09/2023
session_start;20231023;157;117;23;10;2023;23/10/2023
form_submit;20231008;156;48;8;10;2023;08/10/2023
form_submit;20240114;156;32;14;1;2024;14/01/2024
session_start;20240109;156;134;9;1;2024;09/01/2024
form_submit;20240206;155;48;6;2;2024;06/02/2024
session_start;20231020;155;117;20;10;2023;20/10/2023
form_submit;20231204;154;36;4;12;2023;04/12/2023
session_start;20231205;154;124;5;12;2023;05/12/2023
click;20230831;153;16;31;8;2023;31/08/2023
form_submit;20240217;153;37;17;2;2024;17/02/2024
click;20231223;152;8;23;12;2023;23/12/2023
form_start;20231113;152;39;13;11;2023;13/11/2023
form_submit;20240205;152;34;5;2;2024;05/02/2024
session_start;20231122;152;117;22;11;2023;22/11/2023
form_start;20230930;151;46;30;9;2023;30/09/2023
form_start;20231026;151;61;26;10;2023;26/10/2023
form_submit;20231015;151;30;15;10;2023;15/10/2023
form_submit;20240110;151;27;10;1;2024;10/01/2024
session_start;20231115;151;121;15;11;2023;15/11/2023
session_start;20240104;151;117;4;1;2024;04/01/2024
form_start;20230821;150;54;21;8;2023;21/08/2023
session_start;20240120;150;117;20;1;2024;20/01/2024
form_start;20231107;149;63;7;11;2023;07/11/2023
form_start;20240201;149;56;1;2;2024;01/02/2024
form_submit;20230819;149;57;19;8;2023;19/08/2023
form_submit;20230907;149;37;7;9;2023;07/09/2023
form_submit;20230910;149;29;10;9;2023;10/09/2023
form_submit;20230922;149;46;22;9;2023;22/09/2023
scroll;20240212;149;37;12;2;2024;12/02/2024
session_start;20231207;149;113;7;12;2023;07/12/2023
session_start;20231209;149;132;9;12;2023;09/12/2023
click;20231009;148;19;9;10;2023;09/10/2023
session_start;20231107;148;123;7;11;2023;07/11/2023
session_start;20231127;148;116;27;11;2023;27/11/2023
form_start;20231006;147;74;6;10;2023;06/10/2023
form_submit;20240106;147;32;6;1;2024;06/01/2024
session_start;20230819;147;106;19;8;2023;19/08/2023
session_start;20230820;147;108;20;8;2023;20/08/2023
form_submit;20231221;146;37;21;12;2023;21/12/2023
session_start;20230914;146;104;14;9;2023;14/09/2023
session_start;20240111;146;106;11;1;2024;11/01/2024
session_start;20240125;146;107;25;1;2024;25/01/2024
form_start;20231027;145;44;27;10;2023;27/10/2023
form_submit;20240124;145;43;24;1;2024;24/01/2024
session_start;20230926;145;97;26;9;2023;26/09/2023
session_start;20231126;145;115;26;11;2023;26/11/2023
form_start;20240118;144;49;18;1;2024;18/01/2024
form_submit;20231209;144;39;9;12;2023;09/12/2023
session_start;20231203;144;114;3;12;2023;03/12/2023
session_start;20231206;144;104;6;12;2023;06/12/2023
form_submit;20231220;143;44;20;12;2023;20/12/2023
form_submit;20240125;143;50;25;1;2024;25/01/2024
form_start;20231219;142;72;19;12;2023;19/12/2023
session_start;20230807;142;109;7;8;2023;07/08/2023
session_start;20230811;142;110;11;8;2023;11/08/2023
session_start;20231114;142;114;14;11;2023;14/11/2023
click;20230929;141;16;29;9;2023;29/09/2023
form_start;20240209;141;58;9;2;2024;09/02/2024
page_view;20240129;141;30;29;1;2024;29/01/2024
form_start;20230903;140;63;3;9;2023;03/09/2023
form_start;20231108;140;61;8;11;2023;08/11/2023
form_submit;20230816;140;31;16;8;2023;16/08/2023
session_start;20240110;139;96;10;1;2024;10/01/2024
click;20231115;138;14;15;11;2023;15/11/2023
form_start;20230824;138;65;24;8;2023;24/08/2023
form_start;20231110;138;68;10;11;2023;10/11/2023
form_start;20231207;138;54;7;12;2023;07/12/2023
form_start;20240130;138;41;30;1;2024;30/01/2024
form_submit;20240111;138;45;11;1;2024;11/01/2024
session_start;20230813;138;106;13;8;2023;13/08/2023
form_submit;20231011;137;28;11;10;2023;11/10/2023
form_submit;20231028;137;45;28;10;2023;28/10/2023
form_submit;20231001;136;28;1;10;2023;01/10/2023
form_submit;20240123;136;33;23;1;2024;23/01/2024
session_start;20240209;136;97;9;2;2024;09/02/2024
form_start;20230919;135;62;19;9;2023;19/09/2023
form_start;20231111;135;62;11;11;2023;11/11/2023
form_start;20231120;135;46;20;11;2023;20/11/2023
form_submit;20231112;135;33;12;11;2023;12/11/2023
form_submit;20240213;135;23;13;2;2024;13/02/2024
form_start;20230828;134;58;28;8;2023;28/08/2023
form_start;20231205;134;63;5;12;2023;05/12/2023
session_start;20230806;134;100;6;8;2023;06/08/2023
session_start;20230823;134;105;23;8;2023;23/08/2023
session_start;20240224;134;101;24;2;2024;24/02/2024
first_visit;20240121;133;133;21;1;2024;21/01/2024
form_start;20230926;133;64;26;9;2023;26/09/2023
form_start;20240222;133;57;22;2;2024;22/02/2024
click;20231201;132;10;1;12;2023;01/12/2023
form_start;20230929;132;59;29;9;2023;29/09/2023
session_start;20231004;132;113;4;10;2023;04/10/2023
session_start;20231128;132;102;28;11;2023;28/11/2023
click;20230828;131;16;28;8;2023;28/08/2023
form_start;20231126;131;56;26;11;2023;26/11/2023
session_start;20231008;131;104;8;10;2023;08/10/2023
session_start;20231212;131;105;12;12;2023;12/12/2023
form_submit;20231128;130;42;28;11;2023;28/11/2023
session_start;20230930;130;101;30;9;2023;30/09/2023
session_start;20231112;130;94;12;11;2023;12/11/2023
session_start;20231221;130;113;21;12;2023;21/12/2023
session_start;20240124;130;95;24;1;2024;24/01/2024
session_start;20240217;130;104;17;2;2024;17/02/2024
form_start;20231019;129;47;19;10;2023;19/10/2023
form_submit;20240107;129;29;7;1;2024;07/01/2024
session_start;20240221;129;107;21;2;2024;21/02/2024
form_start;20231122;128;55;22;11;2023;22/11/2023
form_submit;20230818;128;35;18;8;2023;18/08/2023
form_submit;20230908;128;36;8;9;2023;08/09/2023
session_start;20230827;128;100;27;8;2023;27/08/2023
session_start;20231208;128;100;8;12;2023;08/12/2023
session_start;20231220;128;103;20;12;2023;20/12/2023
session_start;20240116;128;100;16;1;2024;16/01/2024
click;20230914;127;19;14;9;2023;14/09/2023
form_start;20230830;127;55;30;8;2023;30/08/2023
form_start;20230927;127;68;27;9;2023;27/09/2023
form_start;20231003;127;52;3;10;2023;03/10/2023
form_start;20231119;127;35;19;11;2023;19/11/2023
session_start;20230830;127;103;30;8;2023;30/08/2023
session_start;20231007;127;98;7;10;2023;07/10/2023
session_start;20231116;127;103;16;11;2023;16/11/2023
session_start;20240113;127;91;13;1;2024;13/01/2024
session_start;20240214;127;111;14;2;2024;14/02/2024
session_start;20240225;127;102;25;2;2024;25/02/2024
click;20230928;126;14;28;9;2023;28/09/2023
form_start;20230813;126;50;13;8;2023;13/08/2023
session_start;20230805;126;101;5;8;2023;05/08/2023
session_start;20231019;126;101;19;10;2023;19/10/2023
session_start;20231031;126;100;31;10;2023;31/10/2023
session_start;20240207;126;93;7;2;2024;07/02/2024
session_start;20240220;126;99;20;2;2024;20/02/2024
user_engagement;20240129;126;24;29;1;2024;29/01/2024
form_start;20230808;125;54;8;8;2023;08/08/2023
session_start;20230821;125;88;21;8;2023;21/08/2023
session_start;20230828;125;97;28;8;2023;28/08/2023
session_start;20230920;125;101;20;9;2023;20/09/2023
click;20230829;124;11;29;8;2023;29/08/2023
form_start;20230913;124;40;13;9;2023;13/09/2023
form_start;20231206;124;48;6;12;2023;06/12/2023
form_start;20240120;124;51;20;1;2024;20/01/2024
form_start;20240223;124;57;23;2;2024;23/02/2024
session_start;20231027;124;104;27;10;2023;27/10/2023
form_start;20231106;123;57;6;11;2023;06/11/2023
form_submit;20231013;123;25;13;10;2023;13/10/2023
form_submit;20231030;123;35;30;10;2023;30/10/2023
form_submit;20231229;123;28;29;12;2023;29/12/2023
session_start;20231022;123;85;22;10;2023;22/10/2023
session_start;20231117;123;94;17;11;2023;17/11/2023
session_start;20240208;123;92;8;2;2024;08/02/2024
form_start;20231218;122;54;18;12;2023;18/12/2023
form_submit;20240113;122;33;13;1;2024;13/01/2024
session_start;20230804;122;86;4;8;2023;04/08/2023
session_start;20231201;122;109;1;12;2023;01/12/2023
session_start;20231217;122;91;17;12;2023;17/12/2023
session_start;20240126;122;86;26;1;2024;26/01/2024
click;20231222;121;14;22;12;2023;22/12/2023
form_start;20240204;121;59;4;2;2024;04/02/2024
session_start;20230902;121;89;2;9;2023;02/09/2023
session_start;20230906;121;99;6;9;2023;06/09/2023
session_start;20230918;121;95;18;9;2023;18/09/2023
session_start;20230929;121;97;29;9;2023;29/09/2023
session_start;20231003;121;94;3;10;2023;03/10/2023
session_start;20240119;121;92;19;1;2024;19/01/2024
click;20230919;120;17;19;9;2023;19/09/2023
form_start;20231201;120;45;1;12;2023;01/12/2023
form_start;20240206;120;48;6;2;2024;06/02/2024
form_submit;20240128;120;14;28;1;2024;28/01/2024
session_start;20230905;120;90;5;9;2023;05/09/2023
session_start;20231124;120;104;24;11;2023;24/11/2023
session_start;20240117;120;92;17;1;2024;17/01/2024
form_start;20240131;119;40;31;1;2024;31/01/2024
form_submit;20230817;119;40;17;8;2023;17/08/2023
form_submit;20231010;119;32;10;10;2023;10/10/2023
form_submit;20231022;119;35;22;10;2023;22/10/2023
form_submit;20240210;119;34;10;2;2024;10/02/2024
session_start;20230822;119;97;22;8;2023;22/08/2023
session_start;20230912;119;96;12;9;2023;12/09/2023
session_start;20231113;119;93;13;11;2023;13/11/2023
session_start;20231213;119;90;13;12;2023;13/12/2023
form_start;20230829;118;41;29;8;2023;29/08/2023
form_submit;20231101;118;39;1;11;2023;01/11/2023
session_start;20231021;118;82;21;10;2023;21/10/2023
session_start;20231120;118;91;20;11;2023;20/11/2023
session_start;20240102;118;89;2;1;2024;02/01/2024
session_start;20240131;118;77;31;1;2024;31/01/2024
session_start;20240215;118;92;15;2;2024;15/02/2024
click;20231018;117;8;18;10;2023;18/10/2023
form_start;20231208;117;43;8;12;2023;08/12/2023
form_start;20231223;117;24;23;12;2023;23/12/2023
form_submit;20231104;117;52;4;11;2023;04/11/2023
session_start;20231009;117;93;9;10;2023;09/10/2023
session_start;20240103;117;93;3;1;2024;03/01/2024
session_start;20240219;117;84;19;2;2024;19/02/2024
click;20231026;116;18;26;10;2023;26/10/2023
click;20231111;116;12;11;11;2023;11/11/2023
first_visit;20231218;116;116;18;12;2023;18/12/2023
form_start;20230804;116;52;4;8;2023;04/08/2023
form_start;20230820;116;52;20;8;2023;20/08/2023
form_start;20230911;116;41;11;9;2023;11/09/2023
form_start;20230923;116;43;23;9;2023;23/09/2023
form_start;20231017;116;41;17;10;2023;17/10/2023
